Education,Region,Age,Sex,Ethnicity,y2011,y2012,y2013,y2014,y2015
No qualification,East,22 to 25,Male,Asian,204,228.6443568,259.0880848,336.4604415,350.3621143
No qualification,East,22 to 25,Male,Black,513,543.582449,643.2896302,709.4555422,740.9978028
No qualification,East,22 to 25,Male,Other,229,262.2522561,318.8945884,407.5828054,439.4785154
No qualification,East,22 to 25,Female,White,281,365.0519815,459.7137859,525.1847495,577.5710953
No qualification,East,22 to 25,Female,Mixed,252,322.7441378,381.9664922,400.3112274,480.2528357
No qualification,East,22 to 25,Female,Asian,105,135.1083128,213.6913135,225.7612882,303.7425353
No qualification,East,22 to 25,Female,Black,627,725.113831,796.6775434,884.467997,969.893967
No qualification,East,22 to 25,Female,Other,425,477.4125423,569.9040797,615.0797514,706.2135565
No qualification,East,26 to 29,Male,White,832,884.6844249,973.7798283,1072.693785,1157.808341
No qualification,East,26 to 29,Male,Mixed,362,452.2255536,453.7919661,515.6090463,574.7526028
No qualification,East,26 to 29,Male,Asian,942,1031.798315,1101.75521,1144.899518,1240.407141
No qualification,East,26 to 29,Male,Black,26,29.54544393,41.3149441,112.2913603,210.6649515
No qualification,East,26 to 29,Male,Other,738,774.8276122,788.2126565,839.3976499,880.0820378
No qualification,East,26 to 29,Female,White,785,866.4495186,888.8624118,961.4689932,1005.646522
No qualification,East,26 to 29,Female,Mixed,686,698.6109835,708.4330892,774.7555554,870.7470525
No qualification,East,26 to 29,Female,Asian,218,307.6572212,352.3204724,403.6772778,457.1740532
No qualification,East,26 to 29,Female,Black,615,714.7305676,761.4436595,791.9744247,887.2746265
No qualification,East,26 to 29,Female,Other,315,356.1523704,371.5713122,381.0875617,428.5948963
No qualification,East Midlands,16 to 21,Male,White,216,235.5565931,246.2856007,334.6226179,340.6730579
No qualification,East Midlands,16 to 21,Male,Mixed,719,776.363692,846.7785733,922.76314,943.4009653
No qualification,East Midlands,16 to 21,Male,Asian,847,944.8468953,1042.440073,1090.686455,1176.000733
No qualification,East Midlands,16 to 21,Male,Black,806,870.8583057,928.9071596,989.8932243,1039.244445
No qualification,East Midlands,16 to 21,Male,Other,851,865.7116146,888.9851774,890.893965,927.8757779
No qualification,East Midlands,16 to 21,Female,White,84,179.339656,236.5253508,266.0268589,294.742659
No qualification,East Midlands,16 to 21,Female,Mixed,477,482.2649747,500.1386729,585.6437,593.397591
No qualification,East Midlands,16 to 21,Female,Asian,596,688.2014198,757.8906508,801.7244836,828.3620997
No qualification,East Midlands,16 to 21,Female,Black,787,806.3177189,820.2442933,903.7283744,941.2774199
No qualification,East Midlands,16 to 21,Female,Other,937,998.0315228,1070.850423,1165.374905,1168.501763
No qualification,East Midlands,22 to 25,Male,White,98,114.1880695,144.6254238,211.062909,308.0704729
No qualification,East Midlands,22 to 25,Male,Mixed,321,353.1833613,394.6871157,419.2180042,447.3707507
No qualification,East Midlands,22 to 25,Male,Asian,79,177.0483307,241.5323994,313.341376,399.5477869
No qualification,East Midlands,22 to 25,Male,Black,191,256.1168261,340.7095284,351.9353425,409.8908135
No qualification,East Midlands,22 to 25,Male,Other,72,130.6715208,229.2165955,240.1822365,266.7392229
No qualification,East Midlands,22 to 25,Female,White,759,788.8649541,837.2811479,908.455979,944.4608666
No qualification,East Midlands,22 to 25,Female,Mixed,664,754.552652,762.5895803,817.2029377,870.9807952
No qualification,East Midlands,22 to 25,Female,Asian,819,841.0990452,901.6438301,914.6487403,995.415256
No qualification,East Midlands,22 to 25,Female,Black,890,939.689261,984.0942682,1005.030307,1028.06064
No qualification,East Midlands,22 to 25,Female,Other,346,407.6709409,463.716993,563.3587543,563.4334969
No qualification,East Midlands,26 to 29,Male,White,568,598.7219385,677.5023752,746.0752531,757.2619139
No qualification,East Midlands,26 to 29,Male,Mixed,403,495.9524445,499.9459045,522.3855563,565.4269609
No qualification,East Midlands,26 to 29,Male,Asian,503,524.4969257,602.0612227,648.4437142,700.6644142
No qualification,East Midlands,26 to 29,Male,Black,377,408.6768166,467.139728,550.6016362,558.954024
No qualification,East Midlands,26 to 29,Male,Other,374,401.3697281,462.5906489,486.5684348,541.3962981
No qualification,East Midlands,26 to 29,Female,White,975,1018.687849,1066.698486,1132.541708,1230.170106
No qualification,East Midlands,26 to 29,Female,Mixed,987,1057.950018,1110.901,1168.873846,1192.417472
No qualification,East Midlands,26 to 29,Female,Asian,735,790.0048923,842.5779232,933.5088038,969.3609391
No qualification,East Midlands,26 to 29,Female,Black,211,222.8261444,273.4266193,355.8508419,379.3481359
No qualification,East Midlands,26 to 29,Female,Other,747,829.9870602,863.5192745,885.187153,903.8238261
No qualification,London,16 to 21,Male,White,477,568.7123246,641.1596009,681.4693699,760.1675816
No qualification,London,16 to 21,Male,Mixed,124,158.8292048,247.0536318,275.795742,305.8106544
No qualification,London,16 to 21,Male,Asian,748,826.7683272,903.365146,906.688838,987.9126235
No qualification,London,16 to 21,Male,Black,490,575.2029148,593.5732006,642.5149377,689.609248
No qualification,London,16 to 21,Male,Other,767,779.7414989,793.8211743,794.7053194,796.9326262
No qualification,London,16 to 21,Female,White,578,586.6578139,590.4112389,650.4122683,733.3815303
No qualification,London,16 to 21,Female,Mixed,786,791.5637454,800.5437876,828.8365257,919.9077984
No qualification,London,16 to 21,Female,Asian,183,277.929709,278.8805408,290.5784488,371.4328919
No qualification,London,16 to 21,Female,Black,152,183.6302352,230.5456157,277.726014,330.2478671
No qualification,London,16 to 21,Female,Other,55,142.4003755,181.0529289,215.0850742,227.7729046
No qualification,London,22 to 25,Male,White,523,592.0529962,680.2457696,712.9926202,720.5073242
No qualification,London,22 to 25,Male,Mixed,284,307.4311336,366.041717,369.4488639,438.3020425
No qualification,London,22 to 25,Male,Asian,354,354.5986925,381.5066358,388.0226976,418.7106434
No qualification,London,22 to 25,Male,Black,838,862.8159616,960.4894219,1020.806809,1118.587719
No qualification,London,22 to 25,Male,Other,635,690.3299653,758.6264713,805.2395268,890.9922976
No qualification,London,22 to 25,Female,White,471,492.3435977,575.2925873,624.9861033,646.4801466
No qualification,London,22 to 25,Female,Mixed,754,756.4005967,820.0723206,895.5603091,926.8766398
No qualification,London,22 to 25,Female,Asian,259,272.5955797,350.3411694,428.3117922,445.329252
No qualification,London,22 to 25,Female,Black,850,906.4905718,998.4818692,1079.942473,1098.08835
No qualification,London,22 to 25,Female,Other,670,674.8642177,711.6526578,737.0505771,812.9353091
No qualification,London,26 to 29,Male,White,609,677.2659522,730.4740376,782.4262818,824.0578376
No qualification,London,26 to 29,Male,Mixed,898,899.6288667,924.1492916,957.4577606,1014.574022
No qualification,London,26 to 29,Male,Asian,518,617.7239041,693.0499708,791.2627775,793.9705146
No qualification,London,26 to 29,Male,Black,287,346.9104404,405.821048,486.7741652,563.772096
No qualification,London,26 to 29,Male,Other,727,812.603364,861.2454227,899.1449462,991.687112
No qualification,London,26 to 29,Female,White,558,609.5673315,699.8121894,778.0861281,818.4060714
No qualification,London,26 to 29,Female,Mixed,247,281.8251722,304.4441709,339.6288549,349.9533424
No qualification,London,26 to 29,Female,Asian,847,912.7980064,919.1969336,971.2985881,975.5150872
No qualification,London,26 to 29,Female,Black,195,223.0139084,302.7327285,308.4758728,320.7166829
No qualification,London,26 to 29,Female,Other,353,419.1753144,479.5323431,538.6933159,634.6658983
No qualification,North East,16 to 21,Male,White,529,602.9292843,702.2810638,723.0527305,746.8838135
No qualification,North East,16 to 21,Male,Mixed,646,683.7686205,762.2642673,855.4353945,874.6965426
No qualification,North East,16 to 21,Male,Asian,750,820.3854146,878.6597821,949.6929106,999.5604493
No qualification,North East,16 to 21,Male,Black,368,376.9758048,377.7678514,450.0601017,460.439812
No qualification,North East,16 to 21,Male,Other,654,682.7483977,734.9361673,791.5093982,818.3916355
No qualification,North East,16 to 21,Female,White,345,368.6390973,380.7932223,456.579593,514.1143613
No qualification,North East,16 to 21,Female,Mixed,307,370.6555581,449.7641125,540.7857561,589.7305165
No qualification,North East,16 to 21,Female,Asian,761,815.446221,880.1280735,886.1001364,979.0388461
No qualification,North East,16 to 21,Female,Black,747,755.7072109,786.6816376,817.742707,858.3157906
No qualification,North East,16 to 21,Female,Other,764,808.8245975,843.9866542,914.802107,931.7332656
No qualification,North East,22 to 25,Male,White,397,438.0484638,457.5659455,462.3609789,463.0195886
No qualification,North East,22 to 25,Male,Mixed,726,733.7838908,806.7149686,861.6743845,948.0720726
No qualification,North East,22 to 25,Male,Asian,972,1063.59363,1106.093379,1168.439072,1236.051645
No qualification,North East,22 to 25,Male,Black,736,822.3247937,871.8683876,884.8680714,972.9961311
No qualification,North East,22 to 25,Male,Other,527,556.4213765,612.3680296,630.1575681,707.3637175
No qualification,North East,22 to 25,Female,White,875,893.1313967,898.0444592,903.3959466,915.9575773
No qualification,North East,22 to 25,Female,Mixed,978,1027.603291,1126.041401,1193.198785,1268.461487
No qualification,North East,22 to 25,Female,Asian,145,188.7076816,227.704291,272.7750012,285.4532
No qualification,North East,22 to 25,Female,Black,668,746.3644562,798.6911636,841.4543649,846.1913528
No qualification,North East,22 to 25,Female,Other,653,654.5354466,722.831257,785.5838243,819.9923458
No qualification,North East,26 to 29,Male,White,515,612.6568839,631.0489313,668.666726,673.5485004
No qualification,North East,26 to 29,Male,Mixed,717,772.9031246,832.8202461,892.8072775,916.840993
No qualification,North East,26 to 29,Male,Asian,660,729.5347089,753.8545757,818.8230389,819.7891673
No qualification,North East,26 to 29,Male,Black,825,894.7284143,981.506509,1008.541778,1013.076383
No qualification,North East,26 to 29,Male,Other,976,1018.356727,1091.793679,1174.55114,1181.679088
No qualification,North East,26 to 29,Female,White,596,643.4049634,666.245978,670.8459519,703.9521344
No qualification,North East,26 to 29,Female,Mixed,39,72.59989077,107.2155478,172.8746851,189.4696364
No qualification,North East,26 to 29,Female,Asian,203,244.586557,274.6983682,338.1377065,424.4701475
No qualification,North East,26 to 29,Female,Black,855,922.173445,1018.770865,1108.1702,1129.642562
No qualification,North East,26 to 29,Female,Other,364,444.6160542,503.7798199,600.9845118,679.4453432
No qualification,North West,16 to 21,Male,White,229,267.4120011,345.7695106,396.315437,425.8676931
No qualification,North West,16 to 21,Male,Mixed,836,877.2761625,882.709925,952.5562968,983.2236643
No qualification,North West,16 to 21,Male,Asian,312,338.777544,410.1652987,501.970189,580.0835146
No qualification,North West,16 to 21,Male,Black,392,394.37205,449.3246049,496.7200529,526.5790471
No qualification,North West,16 to 21,Male,Other,559,653.0375904,730.4491775,767.7652985,862.6116828
No qualification,North West,16 to 21,Female,White,388,445.7457853,530.5332772,584.9399436,644.2398449
No qualification,North West,16 to 21,Female,Mixed,773,804.7220903,810.5801667,874.0132169,960.7074357
No qualification,North West,16 to 21,Female,Asian,513,570.6906993,609.9737734,619.6503707,712.432214
No qualification,North West,16 to 21,Female,Black,742,813.0907423,872.4094391,898.0070813,901.5797311
No qualification,North West,16 to 21,Female,Other,908,942.2619507,998.5843372,1006.372529,1028.64675
No qualification,North West,22 to 25,Male,White,207,210.3945558,248.9539165,347.3324261,419.4051952
No qualification,North West,22 to 25,Male,Mixed,931,931.3347552,960.5849338,1059.646201,1097.496268
No qualification,North West,22 to 25,Male,Asian,751,788.630713,856.0337368,871.3592147,903.2541582
No qualification,North West,22 to 25,Male,Black,164,214.8900911,251.3620319,262.1445801,274.8266639
No qualification,North West,22 to 25,Male,Other,795,845.8497634,862.2354929,932.3836505,987.1414456
No qualification,North West,22 to 25,Female,White,371,394.3331768,484.2097017,496.2583969,551.019854
No qualification,North West,22 to 25,Female,Mixed,623,681.17501,697.4131906,759.1760231,796.0590005
No qualification,North West,22 to 25,Female,Asian,282,367.8919594,397.4876785,402.2820028,423.7485301
No qualification,North West,22 to 25,Female,Black,36,72.34019412,161.080709,165.3557268,246.8008755
No qualification,North West,22 to 25,Female,Other,729,812.9973916,817.8403926,842.2213368,911.4039116
No qualification,North West,26 to 29,Male,White,187,226.973325,251.1915054,270.0593149,280.7666005
No qualification,North West,26 to 29,Male,Mixed,446,528.1762622,537.1926747,541.4862586,618.3848211
No qualification,North West,26 to 29,Male,Asian,845,855.5905113,872.4273099,947.3176593,956.2712586
No qualification,North West,26 to 29,Male,Black,114,206.0861231,258.3847888,282.4896381,369.4900171
No qualification,North West,26 to 29,Male,Other,107,200.1592154,297.7891367,311.7192614,389.7448719
No qualification,North West,26 to 29,Female,White,887,970.2210867,1035.953903,1038.083585,1107.453428
No qualification,North West,26 to 29,Female,Mixed,295,322.783458,364.9807483,389.6229973,409.1932599
No qualification,North West,26 to 29,Female,Asian,958,1015.000203,1100.981661,1129.740939,1180.430561
No qualification,North West,26 to 29,Female,Black,523,580.7018336,614.4114473,695.5243059,765.352228
No qualification,North West,26 to 29,Female,Other,106,169.1380557,230.3478003,238.1861956,290.7627623
No qualification,South East,16 to 21,Male,White,83,148.0641092,182.3208434,255.5509616,304.9919266
No qualification,South East,16 to 21,Male,Mixed,761,846.9579965,865.7589031,950.7719485,962.3962631
No qualification,South East,16 to 21,Male,Asian,242,332.1384153,360.4643935,426.3007751,458.3560316
No qualification,South East,16 to 21,Male,Black,73,75.59628632,102.3938364,186.762368,239.5044321
No qualification,South East,16 to 21,Male,Other,903,946.2230176,1043.701681,1113.709176,1213.687991
No qualification,South East,16 to 21,Female,White,114,167.7498573,257.4917959,290.5056393,367.8424701
No qualification,South East,16 to 21,Female,Mixed,874,894.7262487,896.1159326,901.2445116,989.0669813
No qualification,South East,16 to 21,Female,Asian,333,353.4619404,452.4934486,520.0367726,568.0934866
No qualification,South East,16 to 21,Female,Black,744,768.3444288,836.8528392,894.1457233,896.6032325
No qualification,South East,16 to 21,Female,Other,342,391.551459,430.7683984,448.5124062,532.4887995
No qualification,South East,22 to 25,Male,White,198,273.0786493,360.5509016,366.5798802,439.9746558
No qualification,South East,22 to 25,Male,Mixed,88,162.7101899,252.9282478,266.1657213,309.9710697
No qualification,South East,22 to 25,Male,Asian,960,1028.050732,1094.284545,1114.528839,1127.671212
No qualification,South East,22 to 25,Male,Black,43,80.14102224,138.7549817,211.3744949,252.3471489
No qualification,South East,22 to 25,Male,Other,17,74.41195082,82.307101,86.93908799,97.54854176
No qualification,South East,22 to 25,Female,White,659,756.4043262,815.6317857,885.7704427,963.0171214
No qualification,South East,22 to 25,Female,Mixed,913,917.6981022,967.1198025,1046.025143,1069.001303
No qualification,South East,22 to 25,Female,Asian,915,948.9612587,970.6322436,974.5290016,1040.071268
No qualification,South East,22 to 25,Female,Black,348,366.0248859,395.8771417,402.1584737,500.3386691
No qualification,South East,22 to 25,Female,Other,605,654.4891856,720.6593737,791.4510611,891.2692606
No qualification,South East,26 to 29,Male,White,843,881.7071761,959.5469031,1050.448643,1054.072271
No qualification,South East,26 to 29,Male,Mixed,102,123.662869,161.7548138,257.557575,276.2271878
No qualification,South East,26 to 29,Male,Asian,382,422.9129246,485.4440866,493.4384389,579.8406717
No qualification,South East,26 to 29,Male,Black,545,643.1062691,719.9799777,750.6950448,815.5877932
No qualification,South East,26 to 29,Male,Other,355,437.6400198,473.2437046,534.147421,632.5479986
No qualification,South East,26 to 29,Female,White,679,731.738291,819.3869591,862.1236783,895.378116
No qualification,South East,26 to 29,Female,Mixed,348,366.3302807,380.2484121,385.5485035,470.4176562
No qualification,South East,26 to 29,Female,Asian,312,365.9288525,431.5573829,468.2583355,507.7485316
No qualification,South East,26 to 29,Female,Black,112,142.382548,183.3482522,224.268646,287.6450248
No qualification,South East,26 to 29,Female,Other,13,21.9886741,65.17899035,81.78770353,122.5646752
No qualification,South West,16 to 21,Male,White,441,512.7781216,573.7637506,585.9586566,609.4993369
No qualification,South West,16 to 21,Male,Mixed,581,617.5764489,685.8816008,732.1780136,752.6157565
No qualification,South West,16 to 21,Male,Asian,870,942.6159543,970.1305255,1046.905764,1083.522276
No qualification,South West,16 to 21,Male,Black,245,284.5423928,325.045275,327.9471619,349.6357731
No qualification,South West,16 to 21,Male,Other,228,325.8010101,363.4977588,422.1569041,480.6259083
No qualification,South West,16 to 21,Female,White,203,221.8093484,299.9589714,362.2598363,427.4752129
No qualification,South West,16 to 21,Female,Mixed,631,717.4192155,734.9301256,816.9726945,842.4498887
No qualification,South West,16 to 21,Female,Asian,770,832.297986,858.6857391,939.1571691,1038.279514
No qualification,South West,16 to 21,Female,Black,667,668.3736501,689.9760428,747.0767654,757.3089994
No qualification,South West,16 to 21,Female,Other,675,675.3693642,736.0536071,784.0418613,804.6454896
No qualification,South West,22 to 25,Male,White,541,587.1640194,596.5336747,623.7883739,628.3634267
No qualification,South West,22 to 25,Male,Mixed,28,32.07005701,36.86795116,102.3484186,197.60792
No qualification,South West,22 to 25,Male,Asian,826,869.165879,960.5606982,1037.582973,1052.439033
No qualification,South West,22 to 25,Male,Black,93,97.46438713,129.1997923,174.0103955,212.3283535
No qualification,South West,22 to 25,Male,Other,570,640.4644484,718.0050304,755.2796128,830.4746422
No qualification,South West,22 to 25,Female,White,747,842.8426861,918.7904159,989.5642583,1074.86622
No qualification,South West,22 to 25,Female,Mixed,249,282.1343365,294.5025506,314.2534343,394.614668
No qualification,South West,22 to 25,Female,Asian,150,185.6889502,227.475942,323.4353367,378.5390476
No qualification,South West,22 to 25,Female,Black,882,942.1146475,1010.9271,1063.393102,1105.536333
No qualification,South West,22 to 25,Female,Other,630,654.7638462,661.8720765,747.0095134,799.6704842
No qualification,South West,26 to 29,Male,White,353,420.3995253,454.8971613,499.2775938,588.3450176
No qualification,South West,26 to 29,Male,Mixed,250,286.2531818,294.499447,353.7602797,362.6106707
No qualification,South West,26 to 29,Male,Asian,867,922.0364625,975.0900077,1008.857613,1054.705788
No qualification,South West,26 to 29,Male,Black,551,625.9252784,659.305975,693.0115364,775.9366618
No qualification,South West,26 to 29,Male,Other,11,30.57919212,51.42118795,92.04788439,151.0966233
No qualification,South West,26 to 29,Female,White,345,443.9829148,515.2322303,534.6275916,598.1339545
No qualification,South West,26 to 29,Female,Mixed,472,508.9135015,558.441316,564.9054711,588.7545512
No qualification,South West,26 to 29,Female,Asian,292,359.1128699,403.9620802,446.2482473,545.6561678
No qualification,South West,26 to 29,Female,Black,445,460.9968224,498.3001324,502.8963897,526.7440462
No qualification,South West,26 to 29,Female,Other,116,163.0220581,255.5032351,272.3397676,344.1339199
No qualification,Wales,16 to 21,Male,White,322,413.0064914,508.7342857,576.3091524,610.9873174
No qualification,Wales,16 to 21,Male,Mixed,499,544.6549953,639.3459775,733.0655607,832.2493713
No qualification,Wales,16 to 21,Male,Asian,380,469.0682288,484.6581102,516.4486609,547.8596997
No qualification,Wales,16 to 21,Male,Black,417,509.4929384,552.5376461,578.0286615,662.925197
No qualification,Wales,16 to 21,Male,Other,186,231.5391321,286.7758893,385.0590151,397.555861
No qualification,Wales,16 to 21,Female,White,249,311.5268192,371.8967615,456.0714578,544.8677623
No qualification,Wales,16 to 21,Female,Mixed,938,959.911616,990.6831588,1078.726158,1152.951699
No qualification,Wales,16 to 21,Female,Asian,825,914.7362306,946.198822,1027.880845,1082.340181
No qualification,Wales,16 to 21,Female,Black,116,120.1495469,185.1560906,213.5291119,274.6945661
No qualification,Wales,16 to 21,Female,Other,50,94.50320483,135.1897723,235.0628028,277.3685399
No qualification,Wales,22 to 25,Male,White,751,824.8226664,903.2892747,981.8924216,1070.796606
No qualification,Wales,22 to 25,Male,Mixed,184,206.4931226,233.2249393,275.885048,299.1940418
No qualification,Wales,22 to 25,Male,Asian,47,81.00393913,179.2541944,186.8821159,259.835462
No qualification,Wales,22 to 25,Male,Black,924,960.0049696,1026.611093,1092.412627,1165.535859
No qualification,Wales,22 to 25,Male,Other,233,240.0130931,299.6313816,386.7397509,388.5493126
No qualification,Wales,22 to 25,Female,White,398,454.6678182,454.6783412,529.923322,580.9976073
No qualification,Wales,22 to 25,Female,Mixed,871,883.9918845,918.7413348,1003.004642,1077.768422
No qualification,Wales,22 to 25,Female,Asian,515,608.3915049,608.7967134,634.8132988,648.5425286
No qualification,Wales,22 to 25,Female,Black,88,90.41704674,124.8192042,211.7801637,286.3373061
No qualification,Wales,22 to 25,Female,Other,519,569.7112084,639.4201398,694.9403326,716.5815313
No qualification,Wales,26 to 29,Male,White,218,311.7292654,397.882276,401.9422355,500.9183401
No qualification,Wales,26 to 29,Male,Mixed,354,437.0664589,448.926728,507.9053893,561.1760583
No qualification,Wales,26 to 29,Male,Asian,430,502.4677456,593.4743055,671.9268841,759.9439336
No qualification,Wales,26 to 29,Male,Black,608,652.352549,696.8263824,700.2675674,733.4465531
No qualification,Wales,26 to 29,Male,Other,408,415.4073194,441.5912563,539.2840178,571.8706704
No qualification,Wales,26 to 29,Female,White,647,732.3576206,826.3303617,874.0541677,929.3778965
No qualification,Wales,26 to 29,Female,Mixed,469,499.0828253,516.276548,589.951756,634.3055579
No qualification,Wales,26 to 29,Female,Asian,280,306.040422,379.2636884,471.007035,541.9225984
No qualification,Wales,26 to 29,Female,Black,739,801.0703577,839.0653565,911.2606266,945.3380057
No qualification,Wales,26 to 29,Female,Other,506,515.634346,577.8703797,636.8105579,730.2628595
No qualification,West Midlands,16 to 21,Male,White,831,853.2345743,862.4400456,893.5884529,958.4852584
No qualification,West Midlands,16 to 21,Male,Mixed,207,302.4177186,311.0889184,363.8333988,395.0417813
No qualification,West Midlands,16 to 21,Male,Asian,743,779.0660079,829.4395873,841.2363916,878.4512143
No qualification,West Midlands,16 to 21,Male,Black,897,965.8899822,1011.806256,1030.486668,1123.064587
No qualification,West Midlands,16 to 21,Male,Other,618,649.389117,717.8221818,767.4222267,781.2784159
No qualification,West Midlands,16 to 21,Female,White,543,569.2813212,576.6613874,580.9955623,652.0596181
No qualification,West Midlands,16 to 21,Female,Mixed,865,955.1226819,1002.538539,1056.804286,1076.166837
No qualification,West Midlands,16 to 21,Female,Asian,326,332.7198606,429.4674656,447.381453,490.8152381
No qualification,West Midlands,16 to 21,Female,Black,247,321.5269125,341.9606926,348.9024985,385.0751463
No qualification,West Midlands,16 to 21,Female,Other,260,308.5566646,390.9208828,435.0075669,493.1950761
No qualification,West Midlands,22 to 25,Male,White,110,202.1735666,258.3006716,352.5331961,378.947978
No qualification,West Midlands,22 to 25,Male,Mixed,628,712.2155981,794.0431439,839.3869686,847.0374858
No qualification,West Midlands,22 to 25,Male,Asian,379,406.6489346,492.2688743,551.8113968,637.975177
No qualification,West Midlands,22 to 25,Male,Black,284,319.8438055,338.2853955,416.5178518,476.8920152
No qualification,West Midlands,22 to 25,Male,Other,472,523.3464128,539.8732921,611.3921061,672.4190836
No qualification,West Midlands,22 to 25,Female,White,697,700.2376913,760.9872046,764.2640533,849.7914262
No qualification,West Midlands,22 to 25,Female,Mixed,835,914.8626565,1009.027297,1074.077102,1080.826167
No qualification,West Midlands,22 to 25,Female,Asian,687,778.7339254,865.0197193,921.9607718,999.3551165
No qualification,West Midlands,22 to 25,Female,Black,678,721.0906701,750.5679445,829.0756342,902.2908056
No qualification,West Midlands,22 to 25,Female,Other,625,656.6954776,697.665916,745.8125905,804.733599
No qualification,West Midlands,26 to 29,Male,White,769,770.9223032,844.2182665,864.8679898,961.0698531
No qualification,West Midlands,26 to 29,Male,Mixed,347,408.9133916,490.5906519,509.9890048,601.0625633
No qualification,West Midlands,26 to 29,Male,Asian,388,439.4778929,484.7861747,493.7377351,496.3080479
No qualification,West Midlands,26 to 29,Male,Black,349,396.6512364,432.6415159,497.8883088,587.9090152
No qualification,West Midlands,26 to 29,Male,Other,99,167.1914861,199.9979548,298.312155,329.8780797
No qualification,West Midlands,26 to 29,Female,White,119,199.7770993,298.5108093,360.9005047,384.1089488
No qualification,West Midlands,26 to 29,Female,Mixed,354,407.2378747,426.9056261,445.0623569,484.9680767
No qualification,West Midlands,26 to 29,Female,Asian,714,798.3169533,887.4640115,932.9296966,1014.18841
No qualification,West Midlands,26 to 29,Female,Black,336,393.6750704,469.2609899,535.899058,572.4046911
No qualification,West Midlands,26 to 29,Female,Other,728,810.0304947,851.0002775,877.4680156,925.5894889
No qualification,Yorkshire and The Humber,16 to 21,Male,White,19,62.9133457,156.9067489,243.5227035,304.4166069
No qualification,Yorkshire and The Humber,16 to 21,Male,Mixed,129,216.3669866,277.3826477,324.0633161,357.6009999
No qualification,Yorkshire and The Humber,16 to 21,Male,Asian,990,1067.084089,1119.312046,1207.304693,1243.612381
No qualification,Yorkshire and The Humber,16 to 21,Male,Black,77,90.41440446,118.7059248,184.2350498,195.7622228
No qualification,Yorkshire and The Humber,16 to 21,Male,Other,903,962.671215,1005.506701,1007.464952,1048.696342
No qualification,Yorkshire and The Humber,16 to 21,Female,White,138,150.3707445,207.6526179,260.0283264,342.0229441
No qualification,Yorkshire and The Humber,16 to 21,Female,Mixed,402,492.2338394,496.5711074,536.2375959,614.8380885
No qualification,Yorkshire and The Humber,16 to 21,Female,Asian,532,610.3032224,639.8502983,673.5898645,695.5311677
No qualification,Yorkshire and The Humber,16 to 21,Female,Black,26,110.5721088,204.4133428,257.9684232,300.2904408
No qualification,Yorkshire and The Humber,16 to 21,Female,Other,855,912.4863316,981.508102,1048.788098,1103.38073
No qualification,Yorkshire and The Humber,22 to 25,Male,White,155,226.0615064,239.4269283,254.1990489,257.9515424
No qualification,Yorkshire and The Humber,22 to 25,Male,Mixed,705,723.7427177,779.1901344,832.8569538,843.4756394
No qualification,Yorkshire and The Humber,22 to 25,Male,Asian,351,384.9531852,483.9427411,525.3258167,568.631935
No qualification,Yorkshire and The Humber,22 to 25,Male,Black,657,706.9991622,755.0074758,786.8901374,876.3492071
No qualification,Yorkshire and The Humber,22 to 25,Male,Other,376,430.7755336,506.4004207,530.529872,586.8745695
No qualification,Yorkshire and The Humber,22 to 25,Female,White,902,917.4590598,935.7935525,1006.82108,1068.285752
No qualification,Yorkshire and The Humber,22 to 25,Female,Mixed,919,981.3352673,1072.204269,1137.956107,1138.20898
No qualification,Yorkshire and The Humber,22 to 25,Female,Asian,432,500.9112511,578.2801426,638.018403,721.4285151
No qualification,Yorkshire and The Humber,22 to 25,Female,Black,170,209.5542564,271.3336271,332.5646834,381.048516
No qualification,Yorkshire and The Humber,22 to 25,Female,Other,441,492.7947732,546.0612791,603.786443,618.6878689
No qualification,Yorkshire and The Humber,26 to 29,Male,White,713,793.154696,831.4093846,842.0303733,854.8790748
No qualification,Yorkshire and The Humber,26 to 29,Male,Mixed,506,507.3868018,547.7022673,641.0205518,657.7334248
No qualification,Yorkshire and The Humber,26 to 29,Male,Asian,294,313.5032654,337.8130746,366.990485,415.2505422
No qualification,Yorkshire and The Humber,26 to 29,Male,Black,78,150.8814485,238.0496784,257.7558292,314.8461793
No qualification,Yorkshire and The Humber,26 to 29,Male,Other,362,395.5705451,397.9250092,477.6456133,541.2948669
No qualification,Yorkshire and The Humber,26 to 29,Female,White,934,1033.854165,1052.451907,1123.081305,1150.336231
No qualification,Yorkshire and The Humber,26 to 29,Female,Mixed,909,942.0993925,1006.933565,1015.996843,1030.999954
No qualification,Yorkshire and The Humber,26 to 29,Female,Asian,842,880.8048865,885.9681864,921.8203183,973.2654919
No qualification,Yorkshire and The Humber,26 to 29,Female,Black,905,989.2918156,999.93217,1090.828044,1138.259037
No qualification,Yorkshire and The Humber,26 to 29,Female,Other,834,926.1173793,949.2821047,964.54435,1059.737582
